"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M3"	"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM"	"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM"	"1/56"	"50/10646"	0.232267664556429	0.331104968622995	0.291309948827773	"B3GAT2"	1
"M3"	"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE"	"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE"	"1/56"	"51/10646"	0.236325140092937	0.333342829183722	0.293278844215058	"SLC6A11"	1
"M3"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	"3/56"	"327/10646"	0.246675991849409	0.344318571956467	0.302935428586994	"SPTB/KSR2/DUSP9"	3
"M3"	"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"	"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION"	"2/56"	"186/10646"	0.256174748232338	0.353890889310653	0.311357263179836	"ST8SIA3/SPTB"	2
"M3"	"REACTOME_SIGNALING_BY_ERBB4"	"REACTOME_SIGNALING_BY_ERBB4"	"1/56"	"58/10646"	0.264143683193962	0.35752781361607	0.314557070895521	"GABRB1"	1
"M3"	"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER"	"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER"	"1/56"	"58/10646"	0.264143683193962	0.35752781361607	0.314557070895521	"HES5"	1
"M3"	"REACTOME_MUSCLE_CONTRACTION"	"REACTOME_MUSCLE_CONTRACTION"	"2/56"	"195/10646"	0.273792482482434	0.366881926526462	0.322786926716133	"KCNK12/KCNE5"	2
"M3"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	"1/56"	"63/10646"	0.283402267216004	0.375999047593511	0.330808274394919	"SPTB"	1
"M3"	"REACTOME_RAB_GERANYLGERANYLATION"	"REACTOME_RAB_GERANYLGERANYLATION"	"1/56"	"65/10646"	0.290966320218662	0.378538707857289	0.333042696622281	"RAB26"	1
"M3"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS"	"1/56"	"65/10646"	0.290966320218662	0.378538707857289	0.333042696622281	"KSR2"	1
"M3"	"REACTOME_FOXO_MEDIATED_TRANSCRIPTION"	"REACTOME_FOXO_MEDIATED_TRANSCRIPTION"	"1/56"	"66/10646"	0.294718884821985	0.379733947751404	0.334094282389295	"FOXO6"	1
"M3"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS"	"2/56"	"216/10646"	0.314814624902427	0.401763426065954	0.353476070065882	"DGKB/CHRM1"	2
"M3"	"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA"	"1/56"	"75/10646"	0.327625966461991	0.414168674584027	0.364390349987518	"HIF3A"	1
"M3"	"REACTOME_REGULATION_OF_INSULIN_SECRETION"	"REACTOME_REGULATION_OF_INSULIN_SECRETION"	"1/56"	"78/10646"	0.338256187631677	0.423610552734997	0.372697422673368	"CACNA1E"	1
"M3"	"REACTOME_NEDDYLATION"	"REACTOME_NEDDYLATION"	"2/56"	"234/10646"	0.349620656986687	0.432947135050204	0.380911854875277	"FBXL16/HIF3A"	2
"M3"	"REACTOME_SIGNALING_BY_NOTCH4"	"REACTOME_SIGNALING_BY_NOTCH4"	"1/56"	"82/10646"	0.352173415824419	0.432947135050204	0.380911854875277	"HES5"	1
"M3"	"REACTOME_PEPTIDE_HORMONE_METABOLISM"	"REACTOME_PEPTIDE_HORMONE_METABOLISM"	"1/56"	"91/10646"	0.382444607366394	0.465887067155425	0.409892784928575	"PCSK2"	1
"M3"	"REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS"	"REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS"	"1/56"	"94/10646"	0.392222869801339	0.47349427525567	0.41658569386202	"CNTN3"	1
"M3"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"REACTOME_METABOLISM_OF_NUCLEOTIDES"	"1/56"	"97/10646"	0.401849026679079	0.480783656919612	0.422998975451662	"NT5C1A"	1
"M3"	"REACTOME_VISUAL_PHOTOTRANSDUCTION"	"REACTOME_VISUAL_PHOTOTRANSDUCTION"	"1/56"	"100/10646"	0.411325401712887	0.487766405571034	0.429142477800124	"GUCA1A"	1
"M3"	"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT"	"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT"	"1/56"	"102/10646"	0.417560904653903	0.490817203715991	0.431826604997573	"SPTB"	1
"M3"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"1/56"	"105/10646"	0.42679271266168	0.492293010817778	0.433125037011714	"SYT9"	1
"M3"	"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER"	"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER"	"1/56"	"105/10646"	0.42679271266168	0.492293010817778	0.433125037011714	"FOXO6"	1
"M3"	"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"	"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES"	"1/56"	"106/10646"	0.429837927355821	0.492293010817778	0.433125037011714	"SLC4A10"	1
"M3"	"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"	"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM"	"1/56"	"108/10646"	0.435880766397681	0.494983243197367	0.435491934313472	"CACNA1E"	1
"M3"	"REACTOME_METABOLISM_OF_CARBOHYDRATES"	"REACTOME_METABOLISM_OF_CARBOHYDRATES"	"2/56"	"293/10646"	0.458824863283765	0.516659930084239	0.454563332045835	"B3GAT2/HS6ST3"	2
"M3"	"REACTOME_SIGNALING_BY_WNT"	"REACTOME_SIGNALING_BY_WNT"	"2/56"	"329/10646"	0.520291117733713	0.58099174813598	0.511163203387508	"WNT7B/WIF1"	2
"M3"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"1/56"	"145/10646"	0.53697494563079	0.59466646871509	0.523194379387982	"SYT9"	1
"M3"	"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT"	"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT"	"1/56"	"155/10646"	0.561093143158024	0.616282632648977	0.542212528332171	"SPTB"	1
"M3"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	"2/56"	"374/10646"	0.590521370989335	0.643332225305454	0.566011070182332	"SLC6A11/NAALAD2"	2
"M3"	"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	"1/56"	"172/10646"	0.599293166622343	0.64762326070479	0.569786372340428	"SLIT1"	1
"M3"	"REACTOME_APOPTOSIS"	"REACTOME_APOPTOSIS"	"1/56"	"179/10646"	0.614055771384595	0.658267786924286	0.579151548590102	"UNC5A"	1
"M3"	"REACTOME_PROGRAMMED_CELL_DEATH"	"REACTOME_PROGRAMMED_CELL_DEATH"	"1/56"	"208/10646"	0.669729167586992	0.712251654417912	0.626647174350402	"UNC5A"	1
"M3"	"REACTOME_SIGNALING_BY_ROBO_RECEPTORS"	"REACTOME_SIGNALING_BY_ROBO_RECEPTORS"	"1/56"	"218/10646"	0.687033800595599	0.724901805352836	0.637776922227162	"SLIT1"	1
"M3"	"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"	"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"	"1/56"	"232/10646"	0.709773038857598	0.743043650054048	0.653738325263577	"WIF1"	1
"M3"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION"	"1/56"	"261/10646"	0.751836608981716	0.780977562818216	0.687113016776435	"DGKB"	1
"M3"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	"1/56"	"307/10646"	0.806587703312571	0.826130763546214	0.726839320637675	"FOXO6"	1
"M3"	"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION"	"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION"	"1/56"	"308/10646"	0.807635298690702	0.826130763546214	0.726839320637675	"FBXL16"	1
"M3"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"1/56"	"314/10646"	0.813804843508865	0.826135219925666	0.726843241411426	"GABBR2"	1
"M3"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"1/56"	"331/10646"	0.830249109773495	0.83649158428307	0.735954889549912	"CHRM1"	1
"M3"	"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION"	"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION"	"1/56"	"377/10646"	0.867925135809774	0.867925135809774	0.763610488693595	"FBXL16"	1
"M4"	"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING"	"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING"	"5/69"	"24/10646"	3.81380297328261e-07	7.01739747084e-05	5.74077710715171e-05	"SOCS3/LIF/OSM/CLCF1/IL6"	5
"M4"	"REACTOME_PD_1_SIGNALING"	"REACTOME_PD_1_SIGNALING"	"5/69"	"28/10646"	8.64324028686763e-07	7.95178106391822e-05	6.50517558432669e-05	"HLA-DRB5/HLA-DQA2/HLA-DQB2/CD3G/CD3D"	5
"M4"	"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	"5/69"	"39/10646"	4.79171738154978e-06	0.00029389199940172	0.000240426521249691	"HLA-DRB5/HLA-DQA2/HLA-DQB2/CD3G/CD3D"	5
"M4"	"REACTOME_INTERLEUKIN_10_SIGNALING"	"REACTOME_INTERLEUKIN_10_SIGNALING"	"5/69"	"46/10646"	1.10147376250204e-05	0.000506677930750941	0.000414501968520506	"CCL2/LIF/IL1RN/CXCL10/IL6"	5
"M4"	"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"	"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES"	"5/69"	"58/10646"	3.46718846649765e-05	0.00120618646120648	0.000986754370437797	"CCL2/CXCR6/CXCL13/CXCL9/CXCL10"	5
"M4"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"	"8/69"	"198/10646"	3.93321672132548e-05	0.00120618646120648	0.000986754370437797	"OXTR/CCL2/MCHR1/FPR3/CXCR6/CXCL13/CXCL9/CXCL10"	8
"M4"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS"	"10/69"	"331/10646"	4.9075801993481e-05	0.00128999250954293	0.00105531423835606	"OXTR/CCL2/MCHR1/FPR3/GPR55/CXCR6/CXCL13/CXCL9/CXCL10/PTGFR"	10
"M4"	"REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY"	"REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY"	"5/69"	"74/10646"	0.000112513733590936	0.00258781587259153	0.00211703472414524	"HLA-DRB5/HLA-DQA2/HLA-DQB2/CD3G/CD3D"	5
"M4"	"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS"	"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS"	"3/69"	"17/10646"	0.000166036828962708	0.00339453072545982	0.0027769902387915	"LIF/OSM/CLCF1"	3
"M4"	"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"	"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"	"5/69"	"111/10646"	0.000744182195685713	0.0114114482118711	0.00933545248453984	"SOCS3/CCL2/LIF/OSM/IL6"	5
"M4"	"REACTOME_GPCR_LIGAND_BINDING"	"REACTOME_GPCR_LIGAND_BINDING"	"10/69"	"463/10646"	0.000744224883382896	0.0114114482118711	0.00933545248453984	"OXTR/CCL2/MCHR1/FPR3/GPR55/CXCR6/CXCL13/CXCL9/CXCL10/PTGFR"	10
"M4"	"REACTOME_SIGNALING_BY_INTERLEUKINS"	"REACTOME_SIGNALING_BY_INTERLEUKINS"	"10/69"	"463/10646"	0.000744224883382896	0.0114114482118711	0.00933545248453984	"SOCS3/CCL2/LIF/OSM/IL21R/IL2RA/IL1RN/CLCF1/CXCL10/IL6"	10
"M4"	"REACTOME_TCR_SIGNALING"	"REACTOME_TCR_SIGNALING"	"5/69"	"124/10646"	0.0012253277804706	0.0173431008928146	0.0141880058791333	"HLA-DRB5/HLA-DQA2/HLA-DQB2/CD3G/CD3D"	5
"M4"	"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"	"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL"	"6/69"	"191/10646"	0.00144685820423421	0.019015850684221	0.0155564453537964	"FCGR2B/TREM1/CRTAM/KLRB1/CD3G/CD3D"	6
"M4"	"REACTOME_INTERLEUKIN_6_SIGNALING"	"REACTOME_INTERLEUKIN_6_SIGNALING"	"2/69"	"11/10646"	0.00219271350525537	0.0268972856644659	0.0220040723685276	"SOCS3/IL6"	2
"M4"	"REACTOME_INTERFERON_GAMMA_SIGNALING"	"REACTOME_INTERFERON_GAMMA_SIGNALING"	"4/69"	"93/10646"	0.00305925648417036	0.0314104476237763	0.0256961899897026	"SOCS3/HLA-DRB5/HLA-DQA2/HLA-DQB2"	4
"M4"	"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT"	"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT"	"2/69"	"13/10646"	0.00308373560672272	0.0314104476237763	0.0256961899897026	"SERPINE1/PLAU"	2
"M4"	"REACTOME_KERATAN_SULFATE_DEGRADATION"	"REACTOME_KERATAN_SULFATE_DEGRADATION"	"2/69"	"13/10646"	0.00308373560672272	0.0314104476237763	0.0256961899897026	"LUM/OGN"	2
"M4"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	"7/69"	"301/10646"	0.00324347013506386	0.0314104476237763	0.0256961899897026	"COL8A1/SERPINE1/COL22A1/LUM/MMP19/ASPN/MMP7"	7
"M4"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS"	"7/69"	"314/10646"	0.00409340403748982	0.0376593171449063	0.0308082514400549	"MCHR1/FPR3/GPR55/CXCR6/CXCL13/CXCL9/CXCL10"	7
"M4"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PI"	"2/69"	"17/10646"	0.0052875960440374	0.04632941295728	0.0379010643758069	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PG"	"2/69"	"18/10646"	0.00592375547142495	0.0495441366700996	0.0405309584886971	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_COLLAGEN_DEGRADATION"	"REACTOME_COLLAGEN_DEGRADATION"	"3/69"	"64/10646"	0.00818778331659355	0.0647365189598661	0.0529595092177394	"COL8A1/MMP19/MMP7"	3
"M4"	"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"	"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS"	"4/69"	"124/10646"	0.00846372155493717	0.0647365189598661	0.0529595092177394	"ITIH2/FAM20A/EVA1A/IL6"	4
"M4"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS"	"2/69"	"22/10646"	0.00879572268476441	0.0647365189598661	0.0529595092177394	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_ECM_PROTEOGLYCANS"	"REACTOME_ECM_PROTEOGLYCANS"	"3/69"	"76/10646"	0.0130758990867583	0.0892035874946888	0.0729754748955407	"SERPINE1/LUM/ASPN"	3
"M4"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC"	"2/69"	"27/10646"	0.0130896568606337	0.0892035874946888	0.0729754748955407	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS"	"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS"	"2/69"	"28/10646"	0.0140380842913638	0.0922502682003909	0.0754678967543244	"LUM/OGN"	2
"M4"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE"	"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE"	"2/69"	"29/10646"	0.0150154323969768	0.095270329691163	0.0779385420242352	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM"	"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM"	"2/69"	"34/10646"	0.0203220010853011	0.121664723967127	0.0995312101104075	"LUM/OGN"	2
"M4"	"REACTOME_COLLAGEN_FORMATION"	"REACTOME_COLLAGEN_FORMATION"	"3/69"	"90/10646"	0.0204978611031573	0.121664723967127	0.0995312101104075	"COL8A1/COL22A1/MMP7"	3
"M4"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	"3/69"	"98/10646"	0.0255883148233221	0.14660177745263	0.1199316600442	"CD163/JCHAIN/SCARA5"	3
"M4"	"REACTOME_SYNTHESIS_OF_PA"	"REACTOME_SYNTHESIS_OF_PA"	"2/69"	"39/10646"	0.0262927100866131	0.14660177745263	0.1199316600442	"PLA2G2A/PLA2G5"	2
"M4"	"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM"	"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM"	"2/69"	"41/10646"	0.028856425148085	0.156164183154343	0.127754451893999	"LUM/OGN"	2
"M4"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"3/69"	"105/10646"	0.0305505436742705	0.159212776015488	0.130248438044707	"AREG/CD3G/CD3D"	3
"M4"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	"2/69"	"44/10646"	0.032880899394503	0.159212776015488	0.130248438044707	"COL8A1/COL22A1"	2
"M4"	"REACTOME_DAP12_INTERACTIONS"	"REACTOME_DAP12_INTERACTIONS"	"2/69"	"44/10646"	0.032880899394503	0.159212776015488	0.130248438044707	"CLEC5A/TREM1"	2
"M4"	"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING"	"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING"	"2/69"	"44/10646"	0.032880899394503	0.159212776015488	0.130248438044707	"IL21R/IL2RA"	2
"M4"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"REACTOME_NEUTROPHIL_DEGRANULATION"	"7/69"	"479/10646"	0.0348842345410753	0.164582029629689	0.134640905246256	"SERPINA3/CHI3L1/PLAU/CLEC5A/TNFAIP6/CLEC12A/RNASE3"	7
"M4"	"REACTOME_INTERFERON_SIGNALING"	"REACTOME_INTERFERON_SIGNALING"	"4/69"	"203/10646"	0.0424759125368795	0.195389197669646	0.15984356559931	"SOCS3/HLA-DRB5/HLA-DQA2/HLA-DQB2"	4
"M4"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION"	"3/69"	"126/10646"	0.0482380108982674	0.216482780616615	0.17709975759826	"HLA-DRB5/HLA-DQA2/HLA-DQB2"	3
"M4"	"REACTOME_ARACHIDONIC_ACID_METABOLISM"	"REACTOME_ARACHIDONIC_ACID_METABOLISM"	"2/69"	"59/10646"	0.0559166764915717	0.236499715220729	0.193475167486065	"CYP1B1/ALOX15B"	2
"M4"	"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	"2/69"	"61/10646"	0.0593183996864308	0.236499715220729	0.193475167486065	"COL8A1/MMP7"	2
"M4"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"	"3/69"	"140/10646"	0.0622785069367041	0.236499715220729	0.193475167486065	"COL8A1/MMP19/MMP7"	3
"M4"	"REACTOME_INTERLEUKIN_21_SIGNALING"	"REACTOME_INTERLEUKIN_21_SIGNALING"	"1/69"	"10/10646"	0.0629809024229114	0.236499715220729	0.193475167486065	"IL21R"	1
"M4"	"REACTOME_MAPK3_ERK1_ACTIVATION"	"REACTOME_MAPK3_ERK1_ACTIVATION"	"1/69"	"10/10646"	0.0629809024229114	0.236499715220729	0.193475167486065	"IL6"	1
"M4"	"REACTOME_P75NTR_REGULATES_AXONOGENESIS"	"REACTOME_P75NTR_REGULATES_AXONOGENESIS"	"1/69"	"10/10646"	0.0629809024229114	0.236499715220729	0.193475167486065	"NGFR"	1
"M4"	"REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION"	"REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION"	"1/69"	"10/10646"	0.0629809024229114	0.236499715220729	0.193475167486065	"EOMES"	1
"M4"	"REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS"	"REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS"	"1/69"	"10/10646"	0.0629809024229114	0.236499715220729	0.193475167486065	"IL2RA"	1
"M4"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	"3/69"	"145/10646"	0.0677073681447374	0.242790455506091	0.198621482479239	"AREG/CD3G/CD3D"	3
"M4"	"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR"	"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR"	"1/69"	"11/10646"	0.0690597213146769	0.242790455506091	0.198621482479239	"NGFR"	1
"M4"	"REACTOME_SIGNALING_BY_LEPTIN"	"REACTOME_SIGNALING_BY_LEPTIN"	"1/69"	"11/10646"	0.0690597213146769	0.242790455506091	0.198621482479239	"SOCS3"	1
"M4"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	"2/69"	"67/10646"	0.0699342072925152	0.242790455506091	0.198621482479239	"COL8A1/COL22A1"	2
"M4"	"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	"2/69"	"69/10646"	0.0736021226459445	0.246756066283164	0.201865660632108	"CD163/JCHAIN"	2
"M4"	"REACTOME_INTERLEUKIN_2_SIGNALING"	"REACTOME_INTERLEUKIN_2_SIGNALING"	"1/69"	"12/10646"	0.0750996723470501	0.246756066283164	0.201865660632108	"IL2RA"	1
"M4"	"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS"	"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS"	"1/69"	"12/10646"	0.0750996723470501	0.246756066283164	0.201865660632108	"KCNK17"	1
"M4"	"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL"	"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL"	"1/69"	"13/10646"	0.0811010004087442	0.257285932331189	0.210479910316705	"NGFR"	1
"M4"	"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES"	"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES"	"1/69"	"13/10646"	0.0811010004087442	0.257285932331189	0.210479910316705	"NGFR"	1
"M4"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	"2/69"	"75/10646"	0.0849632983015354	0.26261912445558	0.21484287641389	"AREG/MMP7"	2
"M4"	"REACTOME_REGULATION_OF_IFNG_SIGNALING"	"REACTOME_REGULATION_OF_IFNG_SIGNALING"	"1/69"	"14/10646"	0.0870639488684261	0.26261912445558	0.21484287641389	"SOCS3"	1
"M4"	"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING"	"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING"	"1/69"	"14/10646"	0.0870639488684261	0.26261912445558	0.21484287641389	"AREG"	1
"M4"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS"	"1/69"	"15/10646"	0.0929887595840091	0.271586218467582	0.222178656984349	"PTGFR"	1
"M4"	"REACTOME_SIGNALING_BY_ACTIVIN"	"REACTOME_SIGNALING_BY_ACTIVIN"	"1/69"	"15/10646"	0.0929887595840091	0.271586218467582	0.222178656984349	"FST"	1
