"Module"	"Gene1"	"Gene2"
"M1"	"LIMD1"	"HSF4"
"M1"	"LIMD1"	"ITPKA"
"M1"	"CHRNA7"	"DES"
"M1"	"CHRNA7"	"SNX30"
"M1"	"CHRNA7"	"NOS1"
"M1"	"CHRNA7"	"CPN1"
"M1"	"CHRNA7"	"PYDC1"
"M1"	"CHRNA7"	"HCLS1"
"M1"	"CHRNA7"	"ITPKA"
"M1"	"CHRNA7"	"PLLP"
"M1"	"CHRNA7"	"UBAC1"
"M1"	"CHRNA7"	"HSDL2"
"M1"	"CHRNA7"	"SYNPR"
"M1"	"CHRNA7"	"UROC1"
"M1"	"CHRNA7"	"EEFSEC"
"M1"	"CHRNA7"	"GIMAP4"
"M1"	"CHRNA7"	"UNC5B"
"M1"	"CHRNA7"	"CYFIP2"
"M1"	"CHRNA7"	"E4F1"
"M1"	"CHRNA7"	"ERBB2IP"
"M1"	"MAFB"	"GRIP1"
"M1"	"BST2"	"PCDHA6"
"M1"	"EMILIN2"	"GABRA2"
"M1"	"MASP2"	"SH3GL2"
"M1"	"TNFSF13"	"CPNE6"
"M1"	"CRISP3"	"SEZ6"
"M1"	"ACAA1"	"SH3GL2"
"M1"	"LRP3"	"HSPB7"
"M1"	"ANP32A"	"EYA4"
"M1"	"IGSF8"	"SEZ6"
"M1"	"PDIA4"	"MGAT5B"
"M1"	"LNP1"	"PCDHA6"
"M1"	"FRMD4A"	"SEZ6"
"M1"	"RYBP"	"SH3GL2"
"M1"	"PIAS2"	"PCDHA6"
"M1"	"RNH1"	"FGF9"
"M1"	"POLR2G"	"FGF9"
"M1"	"POLR2G"	"SEZ6"
"M1"	"SIX1"	"ETS2"
"M1"	"SIX1"	"TCF4"
"M1"	"SIX1"	"TMEM45B"
"M1"	"SIX1"	"ARMC8"
"M1"	"SIX1"	"PLIN2"
"M1"	"SIX1"	"MAGEH1"
"M1"	"SIX1"	"TSTD1"
"M1"	"SIX1"	"RECQL"
"M1"	"SIX1"	"REEP6"
"M1"	"SIX1"	"ATF6"
"M1"	"SIX1"	"TOR2A"
"M1"	"SIX1"	"PPARGC1A"
"M1"	"SIX1"	"ADRBK2"
"M1"	"NRG1"	"RPL35A"
"M1"	"NRG1"	"UNC5CL"
"M1"	"NRG1"	"VPS13A"
"M1"	"NRG1"	"DNPEP"
"M1"	"AGR3"	"EYA4"
"M1"	"STX5"	"MGAT5B"
"M1"	"NEURL4"	"SH3GL2"
"M1"	"GRIP1"	"PPIH"
"M1"	"GRIP1"	"TRIM63"
"M1"	"GRIP1"	"UGGT1"
"M1"	"GRIP1"	"SCAF11"
"M1"	"GRIP1"	"SAV1"
"M1"	"GRIP1"	"NFAM1"
"M1"	"GRIP1"	"TMEM184A"
"M1"	"GRIP1"	"HOOK3"
"M1"	"ZNF552"	"DNAI1"
"M1"	"TNFRSF1A"	"MGAT5B"
"M1"	"ASB3"	"GLRA2"
"M1"	"KCNIP4"	"BDNF"
"M1"	"KCNIP4"	"FGF9"
"M1"	"KCNIP4"	"HSF4"
"M1"	"DOK7"	"RBP2"
"M1"	"DOK7"	"EFEMP2"
"M1"	"DOK7"	"SNUPN"
"M1"	"DOK7"	"PTGS1"
"M1"	"ZNF10"	"HSPB7"
"M1"	"DCTN4"	"RASGRP1"
"M1"	"DCTN4"	"KIRREL3"
"M1"	"POLR3A"	"GPR26"
"M1"	"POLR3A"	"PCDHA6"
"M1"	"CRB2"	"SLC6A15"
"M1"	"CXADR"	"SEZ6"
"M1"	"DUSP3"	"PPP2R2C"
"M1"	"C14orf1"	"SERTM1"
"M1"	"LSM4"	"SSTR2"
"M1"	"ACVR2B"	"HSPB7"
"M1"	"TGIF1"	"HSPB7"
"M1"	"BRD7"	"SH3GL2"
"M1"	"BRD7"	"SEZ6"
"M1"	"BDNF"	"SLC17A1"
"M1"	"BDNF"	"NDUFB9"
"M1"	"BDNF"	"CBFB"
"M1"	"BDNF"	"DLGAP4"
"M1"	"BDNF"	"PEX5"
"M1"	"BDNF"	"ISL1"
"M1"	"BDNF"	"RPL30"
"M1"	"BDNF"	"XPO4"
"M1"	"BDNF"	"CTDSP1"
"M1"	"BDNF"	"TOP1"
"M1"	"BDNF"	"SLC9A7"
"M1"	"BDNF"	"PPFIA4"
"M1"	"BDNF"	"HOMEZ"
"M1"	"BDNF"	"HCLS1"
"M1"	"BDNF"	"MC4R"
"M1"	"BDNF"	"NHP2"
"M1"	"BDNF"	"SLC26A8"
"M1"	"BDNF"	"SIK1"
"M1"	"BDNF"	"CCRN4L"
"M1"	"BDNF"	"TRMT5"
"M1"	"BDNF"	"UBQLN2"
"M1"	"BDNF"	"SIGLEC5"
"M1"	"BDNF"	"GTF2A1L"
"M1"	"BDNF"	"QTRT1"
"M1"	"BDNF"	"ETV7"
"M1"	"BDNF"	"ALOX12"
"M1"	"BDNF"	"CMKLR1"
"M1"	"BDNF"	"SKIV2L2"
"M1"	"BDNF"	"TCEB2"
"M1"	"BDNF"	"TMEM216"
"M1"	"BDNF"	"CELA3A"
"M1"	"BDNF"	"SLC5A3"
"M1"	"BDNF"	"ZNF414"
"M1"	"BDNF"	"ZMYM1"
"M1"	"BDNF"	"MSL2"
"M1"	"BDNF"	"THEM4"
"M1"	"BDNF"	"NKX2-1"
"M1"	"BDNF"	"PGAM2"
"M1"	"BDNF"	"FBXW2"
"M1"	"BDNF"	"DUS3L"
"M1"	"BDNF"	"ECM1"
"M1"	"BDNF"	"PPP1R16B"
"M1"	"BDNF"	"HOXB7"
"M1"	"BDNF"	"NR1H2"
"M1"	"BDNF"	"HSPB6"
"M1"	"BDNF"	"IL1RAPL1"
"M1"	"BDNF"	"MRPL52"
"M1"	"ACTL6B"	"IMPDH2"
"M1"	"ACTL6B"	"KCNJ11"
"M1"	"ACTL6B"	"SLC25A15"
"M1"	"ACTL6B"	"ZFP1"
"M1"	"ACTL6B"	"SIN3B"
"M1"	"ACTL6B"	"TMEM192"
"M1"	"ACTL6B"	"LRRC42"
"M1"	"ACTL6B"	"PPM1A"
"M1"	"ACTL6B"	"PGAM4"
"M1"	"ACTL6B"	"AZU1"
"M1"	"ACTL6B"	"ARAP1"
"M1"	"CD28"	"SLC6A15"
"M1"	"VAPA"	"HTR2C"
"M1"	"VAPA"	"PCDHA6"
"M1"	"RUFY2"	"IRS4"
"M1"	"MTIF2"	"GLRA3"
"M1"	"CLDN1"	"SLC6A15"
"M1"	"PRKAR1B"	"ANXA3"
"M1"	"PSMB1"	"RSPO2"
"M1"	"BMPR1A"	"FGF9"
"M1"	"BMPR1A"	"RBM24"
"M1"	"XAB2"	"RBM24"
"M1"	"SLC1A7"	"RBM24"
"M1"	"IRF3"	"PCDHA6"
"M1"	"TUBB1"	"MARVELD3"
"M1"	"AIPL1"	"SLC22A6"
"M1"	"AIPL1"	"GPRIN2"
"M1"	"SLC17A1"	"SSTR2"
"M1"	"SLC17A1"	"HSF4"
"M1"	"CREBZF"	"PCDHA6"
"M1"	"CREBZF"	"C9orf24"
"M1"	"CREBZF"	"STC2"
"M1"	"CREBZF"	"RBM24"
"M1"	"STON2"	"PCDHA6"
"M1"	"STON2"	"SEZ6"
"M1"	"NDUFA9"	"CDH9"
"M1"	"PPP1R9B"	"PCDHA6"
"M1"	"HSD17B10"	"PCDHA6"
"M1"	"MRGBP"	"RBM24"
"M1"	"DPY30"	"RBM24"
"M1"	"S1PR4"	"HSF4"
"M1"	"S1PR4"	"NECAB2"
"M1"	"KDM3B"	"RBM24"
"M1"	"TBXA2R"	"DNAI1"
"M1"	"SORL1"	"PCDHA6"
"M1"	"SORL1"	"RBM24"
"M1"	"ZAP70"	"RBM24"
"M1"	"SETDB1"	"CDH9"
"M1"	"TRAF3IP1"	"SSTR2"
"M1"	"RELA"	"NR2E1"
"M1"	"RELA"	"SEZ6"
"M1"	"RELA"	"ZIC5"
"M1"	"RELA"	"SHANK1"
"M1"	"IL17RB"	"RBM24"
"M1"	"RUNX1T1"	"GLRA2"
"M1"	"NUCKS1"	"RBM24"
"M1"	"DLC1"	"CDH9"
"M1"	"DLC1"	"STC2"
"M1"	"DLC1"	"RBM24"
"M1"	"DTNA"	"SLC6A15"
"M1"	"MOB3B"	"GLRA2"
"M1"	"MYO18B"	"CPNE6"
"M1"	"NRXN1"	"ATP2B2"
"M1"	"NRXN1"	"ITPKA"
"M1"	"USP49"	"SEZ6"
"M1"	"TCFL5"	"MGAT5B"
"M1"	"ZNF219"	"NKX6-2"
"M1"	"SDCBP"	"SSTR3"
"M1"	"MAST1"	"SSTR3"
"M1"	"MAST1"	"ITPKA"
"M1"	"PHRF1"	"GPR37"
"M1"	"CDC14A"	"SH3GL2"
"M1"	"SP1"	"ANXA3"
"M1"	"TAGLN"	"SSTR3"
"M1"	"FGFR1OP"	"HSF4"
"M1"	"SPTA1"	"NECAB2"
"M1"	"F8A1"	"NR5A2"
"M1"	"F8A1"	"VWA5B2"
"M1"	"NFIB"	"PCDHA6"
"M1"	"NFIB"	"RBM24"
"M1"	"UBE2R2"	"ATP2B2"
"M1"	"UBE2R2"	"STC2"
"M1"	"UBE2R2"	"GLRA3"
"M1"	"UBE2R2"	"GLRA2"
"M1"	"ABCE1"	"COL6A5"
"M1"	"CDC25B"	"NKX6-2"
"M1"	"RAB34"	"SSTR2"
"M1"	"ARPC1B"	"DRD1"
"M1"	"ARPC1B"	"CDH9"
"M1"	"ARPC1B"	"ATP2B2"
"M1"	"ARPC1B"	"RBM24"
"M1"	"ARPC1B"	"PRSS12"
"M1"	"ARPC1B"	"MGAT5B"
"M1"	"RNF38"	"DNAI1"
"M1"	"RAB25"	"SSTR3"
"M1"	"RAB25"	"GLRA3"
"M1"	"FAM71F1"	"PTPRR"
"M1"	"HDAC10"	"GPR37"
"M1"	"HDAC10"	"CPNE6"
"M1"	"HDAC10"	"CACNG3"
"M1"	"HDAC10"	"GABRA2"
"M1"	"HDAC10"	"PRSS12"
"M1"	"RHO"	"CHRM5"
"M1"	"ABCG8"	"GLRA3"
"M1"	"ABCG8"	"MGAT5B"
"M1"	"MYBL2"	"PCDHA6"
"M1"	"MYBL2"	"ST6GALNAC5"
"M1"	"COLGALT1"	"FGF9"
"M1"	"COLGALT1"	"GLRA3"
"M1"	"PAX2"	"GPR37"
"M1"	"PAX2"	"CPNE6"
"M1"	"PAX2"	"TSTD1"
"M1"	"FCGRT"	"LAMA1"
"M1"	"NINL"	"SEZ6"
"M1"	"FAR1"	"GLRA3"
"M1"	"FAR1"	"PDE1A"
"M1"	"EDAR"	"MGAT5B"
"M1"	"CCDC167"	"KNDC1"
"M1"	"WDR48"	"SSTR3"
"M1"	"WDR48"	"HHATL"
"M1"	"LCOR"	"ATP2B3"
"M1"	"CENPJ"	"NECAB2"
"M1"	"CENPJ"	"NKX6-2"
"M1"	"IMPDH2"	"PTPRR"
"M1"	"IMPDH2"	"HSF4"
"M1"	"IMPDH2"	"ATP2B3"
"M1"	"TAF6"	"SEZ6"
"M1"	"RPL11"	"SSTR3"
"M1"	"RPL11"	"TCERG1L"
"M1"	"RPL11"	"PRSS12"
"M1"	"KDM5A"	"ATP2B2"
"M1"	"KDM5A"	"RBM24"
"M1"	"TNFRSF12A"	"CDH9"
"M1"	"TNFRSF12A"	"CCNJL"
"M1"	"NARFL"	"SH3GL2"
"M1"	"FBLN5"	"SSTR3"
"M1"	"FBLN5"	"ATP2B2"
"M1"	"FBLN5"	"HHATL"
"M1"	"FBLN5"	"STYK1"
"M1"	"FBLN5"	"PRSS12"
"M1"	"MMACHC"	"SSTR3"
"M1"	"MMACHC"	"HSPB7"
"M1"	"MMACHC"	"SLC1A6"
"M1"	"MMACHC"	"HHATL"
"M1"	"MMACHC"	"STYK1"
"M1"	"MMACHC"	"GLRA2"
"M1"	"MZF1"	"CDH9"
"M1"	"CDCA4"	"SYNGR3"
"M1"	"CDCA4"	"AIFM3"
"M1"	"CDCA4"	"CPNE9"
"M1"	"CDCA4"	"CA12"
"M1"	"CDCA4"	"KLHL35"
"M1"	"TRIM37"	"HSPB7"
"M1"	"ATXN2L"	"RBM24"
"M1"	"SLC25A1"	"SSTR2"
"M1"	"KRT19"	"KIF23"
"M1"	"KRT19"	"SH3BP5"
"M1"	"KRT19"	"PHF10"
"M1"	"DCAF17"	"KCNK3"
"M1"	"DCAF17"	"CACNG3"
"M1"	"DCAF17"	"STYK1"
"M1"	"DCAF17"	"GLRA2"
"M1"	"DCAF17"	"MGAT5B"
"M1"	"COPS7B"	"NR5A2"
"M1"	"SLC4A3"	"WNT7A"
"M1"	"HIST1H2AM"	"GLRA2"
"M1"	"HIST1H2AM"	"DKK2"
"M1"	"FUBP1"	"HHATL"
"M1"	"UHMK1"	"SSTR3"
"M1"	"UHMK1"	"SLC1A6"
"M1"	"UHMK1"	"ST6GALNAC5"
"M1"	"UHMK1"	"ATP2B3"
"M1"	"UHMK1"	"HHATL"
"M1"	"UHMK1"	"TCERG1L"
"M1"	"UBE2L6"	"SSTR3"
"M1"	"UBE2L6"	"ST6GALNAC5"
"M1"	"UBE2L6"	"ATP2B3"
"M1"	"UBE2L6"	"HHATL"
"M1"	"UBE2L6"	"SLC7A4"
"M1"	"UBE2L6"	"STYK1"
"M1"	"UBE2L6"	"PRKG1"
"M1"	"MYCBP"	"TCERG1L"
"M1"	"NEDD8"	"FGFR2"
"M1"	"NEDD8"	"KNDC1"
"M1"	"ZNF324B"	"ZIC5"
"M1"	"UPF3A"	"SYT2"
"M1"	"TM9SF1"	"RSPO2"
"M1"	"TM9SF1"	"KNDC1"
"M1"	"CRLF1"	"CYP11A1"
"M1"	"CRLF1"	"HSPA2"
"M1"	"CRLF1"	"RAB4B"
"M1"	"CRLF1"	"KRT26"
"M1"	"CRLF1"	"BAIAP2"
"M1"	"CRLF1"	"COBL"
"M1"	"CRLF1"	"PAN2"
"M1"	"CRLF1"	"GZMA"
"M1"	"CRLF1"	"PYY"
"M1"	"CRLF1"	"GPD1L"
"M1"	"CRLF1"	"NDST1"
"M1"	"CRLF1"	"WDR88"
"M1"	"CRLF1"	"ZFP64"
"M1"	"CRLF1"	"LPO"
"M1"	"CRLF1"	"SDAD1"
"M1"	"CRLF1"	"XIRP2"
"M1"	"CRLF1"	"IFNA14"
"M1"	"CRLF1"	"DOK4"
"M1"	"PRDX1"	"RSPO2"
"M1"	"MINOS1"	"TMEM233"
"M1"	"MINOS1"	"GABRA2"
"M1"	"EIF2B1"	"P2RX5"
"M1"	"EIF2B1"	"WNT7A"
"M1"	"CYP11A1"	"SYT4"
"M1"	"CYP11A1"	"PTPRR"
"M1"	"CYP11A1"	"CA14"
"M1"	"CYP11A1"	"PRSS12"
"M1"	"PHB"	"SYT4"
"M1"	"FUT4"	"SYT4"
"M1"	"ETS2"	"PKP2"
"M1"	"ETS2"	"MAL"
"M1"	"ETS2"	"PNMA3"
"M1"	"RAB13"	"CPNE6"
"M1"	"RAB13"	"P2RX5"
"M1"	"RAB13"	"ANXA3"
"M1"	"RAB13"	"CPNE9"
"M1"	"KCNN4"	"FAM92A1"
"M1"	"TNS1"	"GLRA2"
"M1"	"ACAD8"	"KIAA0319"
"M1"	"ACAD8"	"MARVELD3"
"M1"	"TTF1"	"ADRA1A"
"M1"	"TEP1"	"CDH9"
"M1"	"TEP1"	"IRS4"
"M1"	"TEP1"	"HSPB7"
"M1"	"TEP1"	"ANXA3"
"M1"	"TEP1"	"RBM24"
"M1"	"TEP1"	"B3GNT4"
"M1"	"RSPO4"	"RANBP10"
"M1"	"RSPO4"	"PRDM2"
"M1"	"RSPO4"	"IGFBP1"
"M1"	"RSPO4"	"RFX3"
"M1"	"RSPO4"	"IFNA16"
"M1"	"RSPO4"	"CEL"
"M1"	"POU2AF1"	"CPNE7"
"M1"	"CCR4"	"CDH9"
"M1"	"CCR4"	"PTPRR"
"M1"	"CCR4"	"ATP2B2"
"M1"	"CCR4"	"IRS4"
"M1"	"CCR4"	"PRRT4"
"M1"	"CCR4"	"RBM24"
"M1"	"CCR4"	"GLRA3"
"M1"	"CCR4"	"CACNG3"
"M1"	"CCR4"	"ST6GALNAC5"
"M1"	"CCR4"	"ATP2B3"
"M1"	"CCR4"	"HHATL"
"M1"	"CCR4"	"SLC7A4"
"M1"	"CCR4"	"SYDE2"
"M1"	"CCR4"	"CALY"
"M1"	"NMT2"	"CDH9"
"M1"	"NMT2"	"SST"
"M1"	"NMT2"	"PRSS3"
"M1"	"NMT2"	"CPNE7"
"M1"	"NMT2"	"C9orf24"
"M1"	"NMT2"	"ANXA3"
"M1"	"SCHIP1"	"KIAA0319"
"M1"	"CBFB"	"KIAA0319"
"M1"	"FBLIM1"	"GPR26"
"M1"	"FBLIM1"	"FGF9"
"M1"	"FBLIM1"	"KCTD8"
"M1"	"SYT2"	"APOC3"
"M1"	"SYT2"	"CYP24A1"
"M1"	"SYT2"	"EIF2A"
"M1"	"IARS"	"ESPN"
"M1"	"FHL5"	"CDH9"
"M1"	"RCAN3"	"GLRA3"
"M1"	"RCAN3"	"ST6GALNAC5"
"M1"	"RCAN3"	"STYK1"
"M1"	"BTG1"	"CCDC158"
"M1"	"NCAPG"	"GPR26"
"M1"	"HOXA11"	"TTLL6"
"M1"	"EIF4E3"	"ANO1"
"M1"	"GSC"	"EPHB6"
"M1"	"GALC"	"PRSS12"
"M1"	"RPL35A"	"PYGM"
"M1"	"RPL35A"	"ELAVL2"
"M1"	"RPL35A"	"EGR4"
"M1"	"RPL35A"	"CALY"
"M1"	"RPL35A"	"RASAL1"
"M1"	"PINK1"	"CBLN4"
"M1"	"PTPN3"	"GALR3"
"M1"	"PTPN3"	"NOS1AP"
"M1"	"PTPN3"	"MAPRE3"
"M1"	"PTPN3"	"SERTAD2"
"M1"	"PTPN3"	"ASF1B"
"M1"	"PTPN3"	"PIEZO2"
"M1"	"PTPN3"	"PROSER2"
"M1"	"PTPN3"	"RNF7"
"M1"	"PDLIM7"	"PNOC"
"M1"	"PDLIM7"	"DLX2"
"M1"	"PDLIM7"	"CELF3"
"M1"	"PLCB3"	"DLX2"
"M1"	"PLCB3"	"ELAVL2"
"M1"	"PLCB3"	"COL23A1"
"M1"	"PVR"	"DLGAP2"
"M1"	"IDE"	"DLX2"
"M1"	"IDE"	"PIEZO2"
"M1"	"FMN1"	"LAMA1"
"M1"	"ASB12"	"LAMA1"
"M1"	"CRYBB1"	"DLX2"
"M1"	"CRYBB1"	"P2RX5"
"M1"	"FCER1A"	"DLX2"
"M1"	"FCER1A"	"ZFHX4"
"M1"	"STAP2"	"SLC7A4"
"M1"	"PTPN21"	"RSPO2"
"M1"	"HIST1H2AB"	"RSPO2"
"M1"	"DDX11"	"DLGAP2"
"M1"	"CARS"	"DLGAP2"
"M1"	"LONP2"	"DLGAP2"
"M1"	"BBC3"	"DLGAP2"
"M1"	"OTX2"	"ZNF689"
"M1"	"OTX2"	"GPR21"
"M1"	"GOLGB1"	"PANX2"
"M1"	"DEK"	"PANX2"
"M1"	"DEK"	"ST6GALNAC5"
"M1"	"DEK"	"CALY"
"M1"	"CUEDC2"	"PLCH1"
"M1"	"CUEDC2"	"CYP4F12"
"M1"	"XK"	"SSTR3"
"M1"	"XK"	"IRS4"
"M1"	"XK"	"RBM24"
"M1"	"XK"	"CHRNB2"
"M1"	"RPS16"	"CCDC158"
"M1"	"RPS16"	"P2RX5"
"M1"	"MYOZ3"	"DRD1"
"M1"	"MYOZ3"	"ABCG5"
"M1"	"MYOZ3"	"PFKP"
"M1"	"MYOZ3"	"PAK2"
"M1"	"MYOZ3"	"SRP72"
"M1"	"MYOZ3"	"CARD14"
"M1"	"MYOZ3"	"DHRS13"
"M1"	"TAF7"	"DRD1"
"M1"	"TAF7"	"FGF9"
"M1"	"LMAN1"	"DRD1"
"M1"	"PXMP2"	"DRD1"
"M1"	"PXMP2"	"C16orf74"
"M1"	"SORBS1"	"DRD1"
"M1"	"BANF1"	"DRD1"
"M1"	"NUDT7"	"STC2"
"M1"	"ANKRD27"	"CDH9"
"M1"	"RASGRP1"	"CCNG2"
"M1"	"RASGRP1"	"SNRPB"
"M1"	"RASGRP1"	"FAM206A"
"M1"	"RASGRP1"	"PAH"
"M1"	"KCNK3"	"MAPRE3"
"M1"	"KCNK3"	"TGM3"
"M1"	"KCNK3"	"SLC25A42"
"M1"	"HTR2C"	"EBNA1BP2"
"M1"	"HTR2C"	"TMEM241"
"M1"	"MYBPC1"	"LGR5"
"M1"	"MYBPC1"	"ZNF106"
"M1"	"SERPINB3"	"TENM2"
"M1"	"RRAD"	"EPHA2"
"M1"	"LRRC7"	"ZNF106"
"M1"	"LRRC7"	"AVL9"
"M1"	"GJA3"	"SNX31"
"M1"	"PRKD1"	"EYA4"
"M1"	"ATP6V0D1"	"SNX31"
"M1"	"DRD1"	"PITX1"
"M1"	"DRD1"	"SETD6"
"M1"	"DRD1"	"RPS6KC1"
"M1"	"DRD1"	"HHEX"
"M1"	"DRD1"	"STK38L"
"M1"	"DRD1"	"BTBD2"
"M1"	"DRD1"	"SYNE1"
"M1"	"DRD1"	"ST7L"
"M1"	"DRD1"	"CTRL"
"M1"	"MBNL1"	"GPR26"
"M1"	"MBNL1"	"FGF9"
"M1"	"MBNL1"	"EYA4"
"M1"	"GALR3"	"ITPKA"
"M1"	"MT1F"	"CELF3"
"M1"	"CDH9"	"BAIAP2L1"
"M1"	"CDH9"	"TPH1"
"M1"	"DCAF7"	"TSTD1"
"M1"	"RADIL"	"GABRA5"
"M1"	"CPNE4"	"KCNJ15"
"M1"	"CPNE4"	"SRPR"
"M1"	"CPNE4"	"TSHZ2"
"M1"	"CPNE4"	"TGFB1"
"M1"	"CPNE4"	"TSC22D2"
"M1"	"CPNE4"	"HDAC4"
"M1"	"CPNE4"	"MGARP"
"M1"	"CPNE4"	"GLUL"
"M1"	"CPNE4"	"CACNB3"
"M1"	"CPNE4"	"TXLNB"
"M1"	"FAU"	"EYA4"
"M1"	"GPR37"	"SCGB3A2"
"M1"	"GPR37"	"GRM7"
"M1"	"GPR37"	"RAD18"
"M1"	"GPR37"	"FASLG"
"M1"	"GPR37"	"FCHSD1"
"M1"	"GPR37"	"PECR"
"M1"	"GPR37"	"C5AR1"
"M1"	"GPR37"	"LRP2BP"
"M1"	"GPR37"	"ZSWIM7"
"M1"	"GPR37"	"TBL1XR1"
"M1"	"GPR37"	"ATRIP"
"M1"	"GPR37"	"PAFAH1B1"
"M1"	"NOS1AP"	"SHANK1"
"M1"	"RBP2"	"ITPKA"
"M1"	"RBP2"	"SYNPR"
"M1"	"CRBN"	"MEGF6"
"M1"	"SST"	"SLC18A2"
"M1"	"SST"	"FASLG"
"M1"	"SST"	"DES"
"M1"	"SST"	"PCSK4"
"M1"	"SST"	"HSPA2"
"M1"	"SST"	"PAIP2"
"M1"	"SST"	"UBE2H"
"M1"	"SST"	"FKBPL"
"M1"	"SST"	"RPS6KA3"
"M1"	"SST"	"MYADM"
"M1"	"MECOM"	"ZIC5"
"M1"	"SFI1"	"MGAT5B"
"M1"	"PABPC4"	"PNOC"
"M1"	"SSTR2"	"HSPA2"
"M1"	"UBAP1"	"WNT7A"
"M1"	"PRMT8"	"BTBD2"
"M1"	"PRMT8"	"MICALCL"
"M1"	"PRMT8"	"GAA"
"M1"	"PRMT8"	"GSK3A"
"M1"	"RPL26"	"PRRT4"
"M1"	"RPL26"	"GPRIN2"
"M1"	"PROSER1"	"RASEF"
"M1"	"PROSER1"	"NTSR2"
"M1"	"CCL19"	"PPP2R2C"
"M1"	"SBDS"	"SNX31"
"M1"	"CEP72"	"SH3GL2"
"M1"	"NOLC1"	"RBM24"
"M1"	"NOLC1"	"ITPKA"
"M1"	"NKRF"	"EPHB6"
"M1"	"NKRF"	"PDE1A"
"M1"	"NKRF"	"ITPKA"
"M1"	"DOCK1"	"EYA4"
"M1"	"RAB11FIP5"	"ELOVL2"
"M1"	"ADRA1B"	"WNT7A"
"M1"	"FBXL19"	"PPP2R2C"
"M1"	"PRTN3"	"RASEF"
"M1"	"PRTN3"	"COL6A5"
"M1"	"GALT"	"SLC7A4"
"M1"	"RASSF7"	"EYA4"
"M1"	"CDK12"	"NR5A2"
"M1"	"CDK12"	"EYA4"
"M1"	"PSMA7"	"SLC7A4"
"M1"	"SPHK1"	"ZIC4"
"M1"	"TXNRD2"	"COL23A1"
"M1"	"TRAPPC1"	"P2RX5"
"M1"	"ITGB1"	"C11orf87"
"M1"	"PDZK1"	"FGR"
"M1"	"PDZK1"	"LPAR1"
"M1"	"PDZK1"	"PTP4A2"
"M1"	"PDZK1"	"TMEM59L"
"M1"	"PDZK1"	"STK25"
"M1"	"PDZK1"	"CD93"
"M1"	"PDZK1"	"CDK11A"
"M1"	"PDZK1"	"ABHD16A"
"M1"	"SCGB3A2"	"ST6GALNAC5"
"M1"	"SCGB3A2"	"ATP2B3"
"M1"	"SCGB3A2"	"SYDE2"
"M1"	"SCGB3A2"	"NECAB1"
"M1"	"MST1R"	"PTPRR"
"M1"	"LRRC3B"	"ITGA2B"
"M1"	"LRRC3B"	"CDKN3"
"M1"	"LRRC3B"	"TCEANC"
"M1"	"LRRC3B"	"HOXA9"
"M1"	"LRRC3B"	"HDAC5"
"M1"	"LRRC3B"	"PGM5"
"M1"	"ADAM15"	"ENDOU"
"M1"	"VPS4B"	"CCDC158"
"M1"	"EBF3"	"EYA4"
"M1"	"ATXN7"	"CCDC158"
"M1"	"ATXN7"	"PCDHA3"
"M1"	"SGSM3"	"ENDOU"
"M1"	"HNRNPH1"	"TTLL6"
"M1"	"CPAMD8"	"GALNT4"
"M1"	"CPAMD8"	"PCSK4"
"M1"	"CPAMD8"	"TMEM126A"
"M1"	"SCAI"	"ENDOU"
"M1"	"PIK3CD"	"TTLL6"
"M1"	"PIK3CD"	"ZIC5"
"M1"	"PIK3CD"	"ITPKA"
"M1"	"YOD1"	"CCDC158"
"M1"	"ATXN2"	"FAM81A"
"M1"	"SERPINA3"	"CCDC158"
"M1"	"WIZ"	"CCDC158"
"M1"	"TUBA3C"	"CCDC158"
"M1"	"SCOC"	"RSPO2"
"M1"	"SCOC"	"VWA5B2"
"M1"	"GPR26"	"SMN2"
"M1"	"GPR26"	"FAM193B"
"M1"	"GPR26"	"SFT2D3"
"M1"	"GPR26"	"FAM78A"
"M1"	"GPR26"	"PYDC1"
"M1"	"GPR26"	"HCLS1"
"M1"	"GPR26"	"ETHE1"
"M1"	"GPR26"	"LHPP"
"M1"	"GPR26"	"ZIC5"
"M1"	"GPR26"	"SIGMAR1"
"M1"	"GPR26"	"ITPKA"
"M1"	"GPR26"	"OSBPL10"
"M1"	"GPR26"	"USP53"
"M1"	"GPR26"	"NPC1"
"M1"	"GPR26"	"HIST1H2AA"
"M1"	"GPR26"	"SF3A2"
"M1"	"GPR26"	"ASAH1"
"M1"	"GPR26"	"CMKLR1"
"M1"	"GPR26"	"APTX"
"M1"	"GPR26"	"UROC1"
"M1"	"GPR26"	"GIMAP4"
"M1"	"GPR26"	"UNC5B"
"M1"	"GPR26"	"CYFIP2"
"M1"	"GPR26"	"E4F1"
"M1"	"GPR26"	"TMEM216"
"M1"	"GPR26"	"TAF4"
"M1"	"GPR26"	"INTS3"
"M1"	"GPR26"	"CXCL16"
"M1"	"GPR26"	"AMACR"
"M1"	"GPR26"	"ZNF414"
"M1"	"GPR26"	"CLPP"
"M1"	"GPR26"	"USP1"
"M1"	"GPR26"	"TACO1"
"M1"	"GPR26"	"C2CD3"
"M1"	"GPR26"	"ZMYM1"
"M1"	"GPR26"	"KDM4D"
"M1"	"NT5E"	"CCDC158"
"M1"	"EIF2B5"	"CCDC158"
"M1"	"EIF2B5"	"GPRIN2"
"M1"	"ASCC3"	"GLRA3"
"M1"	"RPL18"	"GLRA3"
"M1"	"MAPRE3"	"SLC1A6"
